anchor,positive,negative
00333,02832,00854
01110,04051,00441
01071,00571,03265
04656,02710,02323
00981,00248,03252
01813,01483,00675
00303,04937,01235
00333,02862,00429
00132,03031,02941
04354,04776,00490
00568,01165,00754
00778,01811,04720
03303,02864,01446
02165,01544,02078
03527,04755,04205
04165,03242,04929
02374,03342,00399
01636,03499,04082
04047,02458,00905
04758,03513,03124
03909,02362,00314
01184,01015,00023
01130,00770,03951
04666,03122,04869
04297,04307,02748
00833,00269,01960
04864,00593,03757
04106,00284,04549
02830,04581,01239
02821,00595,00012
04516,01530,04124
01038,02649,04274
01774,02476,03732
01855,04011,04494
00305,00404,02991
00973,00405,04639
01597,04349,00509
04289,04018,00422
02371,03444,02699
01748,02854,02165
03303,04661,01454
01012,02176,04017
02715,02080,00625
00472,02983,01708
00625,02846,01649
00951,03770,04588
04435,03185,00941
02528,04121,00422
04238,03982,04129
04619,03162,03081
00635,00844,04008
04776,00598,02474
01962,03015,00459
01932,01636,03331
01321,03881,00105
01404,04995,00554
00742,02280,02764
00975,01092,03183
00743,02505,01278
00742,02329,03553
03303,03950,01714
04524,03881,03707
01230,03179,02822
03462,00069,02398
00336,03750,01692
01406,01813,03349
00483,02883,02540
01268,00907,03452
00166,02547,03689
02662,00343,04984
00260,00951,04512
01306,01503,01096
04977,02498,01167
04591,03071,00041
00794,03970,03925
03675,03329,00358
02433,01733,00861
02546,02310,04539
02193,04443,02225
02438,00493,01809
01155,00758,00902
03614,02864,01331
01189,03700,00796
00956,00861,01170
03415,04432,02278
02534,03256,04642
01743,04249,04458
00901,00004,00467
00809,04562,04513
01939,02162,03696
02997,00812,04364
00356,00032,01025
01890,03690,00427
03979,04864,04222
01971,04406,03325
02220,03906,03122
02776,00281,01070
03224,04801,00734
02876,04290,03813
02078,01560,03759
02627,02192,01444
00451,03734,03165
04127,04937,00290
00405,00771,02201
03890,00505,03800
02353,04574,00775
02876,00890,04458
03927,02883,01193
04774,01223,02943
04990,04028,03177
00712,02297,00379
03330,04571,01954
02517,02303,01975
02331,01678,02088
02773,00840,02584
00915,01699,00808
02123,00967,01515
03647,00834,03634
04864,00593,04767
00147,03993,03008
00319,03850,02294
02404,01495,03500
02109,03027,04623
04721,03029,02972
00757,04296,03982
01565,02499,00708
01219,04354,00010
01440,03597,01984
01820,02753,02241
04254,02925,03120
04156,04503,02997
01813,01483,03381
01726,04979,00550
03059,03345,04358
02422,00435,02910
01012,02176,03260
00900,04750,04877
01516,04316,03503
03880,03275,04646
03348,03747,02878
03086,02061,02723
04394,01353,02192
02910,03794,02681
01500,01472,04817
02165,02272,00872
01312,01024,01519
01530,00712,04557
01268,00907,03239
03179,00039,01964
02013,04648,01678
02365,02427,02659
01168,02943,02663
01945,02124,00140
04867,01259,02179
04118,02620,00304
01852,01208,02336
02040,04023,03526
00580,01899,04806
03536,00025,02540
02368,03500,04685
01120,02523,03256
00284,04319,00774
02016,04005,03693
01352,04238,00963
04979,03945,02720
00683,02268,04796
01204,00096,00467
03065,02967,02695
01716,04431,01653
01726,00892,01694
04499,00620,02272
01688,02954,04219
00101,03801,03286
00872,01124,03183
01869,00547,00757
01413,04376,04986
00303,04094,00141
03551,02715,04892
01728,01306,02870
01663,01131,00951
02392,00510,02553
04103,03575,00467
04656,03192,03393
04473,04066,01198
04413,03156,00705
01612,04075,02115
01463,03455,03027
02616,02986,02055
01305,02683,04709
01123,02687,01380
03356,04460,04472
03175,03904,04093
01197,03523,02994
00593,00069,01420
03065,01097,02426
00884,03497,03379
04520,02606,02984
02248,04949,01804
00331,01204,03399
01836,03216,01642
03158,01289,01562
03077,03702,02855
00133,01736,02089
04179,02732,03153
00267,02984,03690
02747,02099,00848
03106,04943,04539
00590,02552,02221
01573,04175,03219
03036,04837,03863
04270,00145,00819
03040,00320,04801
04270,02335,03684
01402,00062,01087
02753,04369,00975
04417,01235,00440
02136,01483,02953
02664,02812,03348
00394,04919,03329
03571,04535,03059
02776,03120,04380
00458,00537,03570
03406,00310,01691
00214,00716,03224
04983,02040,00063
02965,03818,04585
03905,00003,02315
03178,03558,04204
04468,04325,01147
00214,00716,00516
02050,04107,04186
02803,00900,00368
00712,04955,04562
00381,01974,00840
00758,01165,03792
04066,03577,04046
00701,01649,00461
00589,01927,00774
04261,03807,02186
02897,04583,04354
02331,01715,03014
01950,04489,02717
00593,00032,02897
00769,02086,02307
00352,00985,00546
03662,04246,00377
00296,02508,01303
01680,01009,01625
01292,03647,03503
01269,04152,02408
04935,03929,02805
00666,01399,03770
04933,03180,04139
00450,00594,01344
01745,03096,02782
01817,04442,02814
01718,04399,02152
02732,00473,03997
04143,02770,02962
01508,02189,02055
03543,01990,04030
02940,01292,02974
03046,02174,00867
02983,02705,04694
00640,04235,03445
01050,02400,00938
04720,00710,01609
00509,02247,02790
04935,03520,01451
00537,02871,03275
04149,03349,01213
04308,02283,04508
02704,02778,04035
02356,02192,04634
04725,03897,00983
03613,01667,04520
03452,02085,03468
01837,00270,04485
03241,02343,02198
02699,01558,04799
04572,03425,02868
04921,00013,04990
00549,02158,02147
04095,04352,03391
02219,03455,04138
02126,03023,02518
02847,01771,04845
03956,01632,02046
01836,04747,03467
02790,03941,02770
02884,01603,04981
04842,01703,03635
02148,04752,03086
03832,01307,02293
02685,02809,04244
00510,03136,01462
01104,03248,03175
03769,00607,03283
00742,00607,03709
04737,03142,02594
02659,00780,02017
00285,02029,00422
02809,01249,01054
04433,00434,03201
04208,04474,04982
01730,00643,04698
04283,02253,04219
00521,02233,02878
03690,03694,04217
02261,03717,00926
04974,04543,00680
00545,01449,00906
01791,02131,02692
03851,01712,02032
00492,00717,03183
02829,01215,03798
04935,03929,04217
01042,01821,00739
02292,02161,02148
04894,04721,00868
01281,01004,02117
02997,02631,03464
02059,04394,02661
04254,02856,00016
04422,02385,01103
03020,00979,02717
04973,04703,04459
01971,04454,04831
03132,00301,01490
03979,01078,02814
04290,00775,04582
01116,00111,01277
01633,02849,00011
01213,03549,03114
00468,02316,00561
01358,01433,00450
00891,02695,03114
03156,02191,01284
03956,01632,02535
02165,01544,02810
02198,03157,04327
01033,04933,02861
02412,00802,04331
01031,02985,01706
02884,00713,00655
04465,01715,00649
02599,02584,03572
01429,02094,02154
01456,03839,02457
04855,01375,01219
04153,00197,00567
00011,03548,03884
01610,01371,00004
03025,00747,01836
03748,00556,02469
03048,03278,01660
04305,03460,01233
02256,04612,00391
02326,03337,03259
02082,02697,03360
02244,00040,03703
04050,02161,04998
00813,02908,01587
03622,02024,00491
03980,00293,02238
04175,00144,04792
04314,02695,00560
04620,03167,03515
00246,01144,03260
01706,01184,01233
00157,04936,04619
02782,04697,02878
02654,03913,01014
00830,03561,02958
03926,03409,03949
01984,00524,03351
01424,01818,01696
01723,03650,01326
04019,01335,03087
03392,02052,01579
02331,04915,00130
00525,01904,01989
03811,03095,02976
01867,02812,04868
01787,00275,03392
00317,04531,04008
01306,01503,03012
01950,02300,02685
01516,00137,01032
00711,04421,00817
02212,02242,04495
01180,01490,03929
02197,00030,02830
03014,02060,02519
02189,02526,01081
00862,03260,01945
00739,04662,03635
04570,02792,03938
04845,04936,04181
03578,00319,03671
00468,03032,00561
02582,00683,00551
00683,02268,03058
00794,02649,01725
00631,04779,00039
04888,00489,01146
00393,00710,00960
00717,03680,00310
01091,04456,01847
00234,04056,03988
03329,04338,00223
01748,00300,03134
00103,01516,00091
03356,04460,04853
03464,04032,00077
02212,00700,03312
03775,04844,03310
04815,01927,03937
03379,03093,04409
00368,02947,03032
01811,03125,02446
02454,04537,02823
02359,00608,03350
01283,01495,04032
01984,02552,03351
01513,04794,03645
04371,01619,03826
02957,00833,04549
03973,03876,01287
03732,00829,00281
02792,00765,01815
00556,02299,04361
04438,04323,02194
02758,02552,02477
02690,01539,02812
03677,00833,04003
00848,02880,04666
02830,03134,01897
03452,00243,02822
01312,00326,02152
01325,03497,00691
00598,04043,04204
02417,02894,01958
04666,03196,04869
02429,00851,03022
01851,01791,02825
00458,00537,01043
01394,03794,03081
01192,04936,03601
00801,00292,03580
01176,02870,01004
04750,01867,02495
04833,04558,00648
01688,02954,01548
04557,03059,04910
01551,02323,01575
02895,04105,04260
03490,02638,03048
02429,01076,00185
01451,03553,02487
00514,01906,03032
01339,02028,02466
04589,02348,02911
04019,01335,02734
00827,00619,03939
00636,02119,02720
01472,01728,02130
02830,01818,02586
02032,03239,03278
03356,01390,04473
00904,00170,00237
00535,03667,01773
01960,02677,01304
01382,01152,02024
04155,00185,03609
01204,00096,03471
04383,02717,01981
02790,02541,01446
01120,04469,00591
02109,03027,04711
00738,04512,00410
04925,00319,04841
00257,01907,01612
00226,03293,04579
04329,04627,03662
03927,04914,02951
00362,00770,03266
00905,04379,02243
00717,01477,03248
04404,02384,02478
04343,04454,01972
04363,00164,04042
03049,03278,01023
03485,04165,02069
01078,00977,01602
00905,04379,02875
02977,03458,02376
04403,01928,02143
04485,03718,01496
00273,03620,00337
01836,04409,01484
02574,04470,03312
03560,04649,04019
00696,02716,00137
00905,01895,03374
03614,02704,01014
04439,03189,04796
02527,03339,01086
02711,04508,04684
00257,02103,01816
00902,02224,01718
02368,02911,00122
03617,02233,02398
04501,00581,03954
03077,03702,00643
04833,03647,03156
00751,01847,02905
00466,01866,04263
03751,00854,01692
02276,04786,01640
01006,02240,02505
04801,02410,01215
03112,00812,00431
01009,03680,02399
03295,00747,04772
02995,01058,04312
01441,00375,01920
02662,04819,04288
02662,00681,01339
02305,01009,01050
03379,01610,04409
02326,00970,03430
04105,01166,03485
02525,04088,03748
03257,00374,00332
00498,03065,01647
00841,01872,04569
01048,04471,04866
02690,03267,01380
02823,00900,04200
01864,03632,00747
01505,03353,01238
03613,03729,04846
03243,01117,02552
04961,03403,03749
00904,00433,03743
00900,03715,01003
01024,04109,04311
02335,04649,03183
01037,04652,04297
03682,01131,01507
02913,01333,04038
00362,03062,00776
04998,00546,01926
03241,02343,00612
04668,01781,01785
03467,00953,03937
02965,02793,01945
02812,03757,01733
03886,01706,00608
03909,04683,03625
04558,02291,04645
04283,00202,03904
00412,02809,02866
03194,02315,03831
03976,00675,00695
01902,03062,04508
03023,03031,04525
04409,03993,03523
03179,04379,03014
02152,03640,00973
01775,02264,01562
03685,01145,02842
02930,04463,00557
03491,00575,02147
02061,02962,04139
00433,04235,02475
04791,02998,01699
03446,04787,02154
00677,00695,00764
04562,00440,04811
01333,00637,02601
04046,00709,04796
00077,02309,03185
00551,03082,03950
02061,02983,04139
02829,02649,02259
02262,04320,03815
01931,03306,03619
04422,02385,04493
00859,03813,02013
00368,00187,03032
02440,00596,01185
00372,04188,03303
01099,01451,04475
04396,02268,03624
03415,00740,01051
04902,03628,03309
01049,01209,02825
01730,00507,03048
02539,02636,04015
02483,02124,04188
03776,03086,04550
00975,01947,04895
03275,04682,04033
03890,04806,01474
02715,00859,04403
04879,00775,04720
01872,02417,00957
02662,01929,02176
03868,00153,03621
01048,01649,00602
04893,02119,02503
01661,04250,04331
02507,01847,01678
00334,01873,04764
04551,01562,00323
04123,00980,03134
04032,00024,02112
00197,00148,04421
02817,01559,01773
03322,00391,03076
04851,02172,01239
00493,01474,00860
02285,01286,01202
01845,04186,02456
00827,00470,00147
02889,02479,03966
02994,01690,01551
01103,00861,01287
00912,03095,01828
01071,00940,04943
03947,04913,04577
02884,02366,04981
00819,01726,00832
01294,03929,01464
04396,01181,02725
03744,00560,03172
02654,01683,04590
03255,04844,04313
04265,00474,03708
03979,03813,04742
00094,04244,02862
01057,01649,00096
01333,03775,04734
03252,03004,01029
04964,00111,00764
04492,04718,04190
00957,03594,04013
01587,00738,02087
01639,03102,03945
03589,04959,01656
02601,01789,03454
02246,00917,04431
00193,04579,03525
03447,04864,03089
01675,00706,00449
00938,00640,00839
03446,01513,02154
02301,01433,04031
00077,00970,03502
00841,02616,02319
02256,04612,02556
03566,04723,03220
00126,03666,01666
04906,00267,04065
00590,04525,03130
04050,00292,03577
02869,00577,00800
04450,02904,01800
02968,02241,04274
04584,02878,02371
03946,02021,00752
04809,02459,02867
04882,00427,00001
02732,01873,01790
04050,00489,01667
04117,00657,03403
00005,00668,03380
00492,01753,04886
02776,02508,00710
01983,00136,02594
01276,00594,00042
02776,01999,00525
00673,00025,00621
04380,03029,04140
01020,01574,01343
00850,02022,03620
01169,00950,01343
01530,02930,02161
03180,02119,02066
01158,00314,03723
04314,04684,00177
03333,00511,02772
03342,02060,01022
02819,00674,02172
00333,00713,02328
03135,02130,02049
00632,01113,04543
01826,02178,04149
02856,01234,00685
03589,03040,04625
00257,02135,03465
04637,02812,04866
01320,00211,02221
02632,00903,03628
02469,00788,02721
02212,01936,04495
02776,02151,04402
00794,03205,03264
04885,02681,00610
01342,04088,03654
00821,00473,04641
01346,02248,01210
00625,02997,04344
02741,01152,02052
02136,04619,03884
03226,02990,01412
02304,00476,03495
03570,01813,02026
02234,04584,01426
03751,03877,01692
00260,02227,03685
00088,01093,03189
03902,03620,00684
01700,01038,00292
03587,02616,01581
00900,04927,04912
01574,04746,02772
00277,03248,02201
02539,00801,04609
01220,02456,04964
03248,04204,00863
00912,02197,00459
00833,03491,01585
01835,02868,04792
03932,04028,01688
01406,02293,02717
04865,00452,02918
03815,00108,02638
03124,01736,03772
01320,01206,02112
04744,03710,00100
00526,00317,04011
00111,03098,01407
02127,04502,02920
00780,01457,00593
03195,01210,02264
02071,03041,00890
02071,01905,00483
04751,00305,00577
00431,02336,03580
00470,01646,03750
04807,00070,03548
00701,01649,01678
01075,04068,00147
00510,02688,04721
02141,00398,02119
04963,03658,04366
01999,02220,00525
04337,01138,01099
03944,02814,03385
04801,00103,02877
00976,00633,03609
00411,01700,02140
02420,02054,00121
02454,04537,03407
03546,00333,03875
04759,01203,01192
02444,04260,03769
03587,00187,01549
04317,03451,01745
02021,01982,01761
00147,00906,00240
02817,02335,00846
00084,02151,02536
03745,02948,01136
01371,02611,02301
02890,03205,03305
01373,02874,04244
04876,00137,00957
01129,02452,02668
00657,01208,04018
03158,04196,03240
04968,00526,02421
04697,03243,00968
02040,04308,00664
00048,04431,04580
02564,04013,01688
04118,02620,00878
02683,04355,02023
04279,00700,00491
02181,01406,02566
02741,04539,04733
01687,03032,02376
01270,03351,01779
04525,00293,04986
04581,03158,03046
00613,04285,01037
04350,04879,04642
01745,02671,00084
04415,01809,02057
03226,03076,02385
03424,03266,02007
02646,02499,00752
02325,01240,02858
04000,02873,04892
02976,02620,04435
04089,01777,02930
00433,00982,03771
03692,01540,04019
00938,00139,01364
01920,02040,03393
03248,03823,01591
00686,03690,03638
00174,04325,02915
01920,00792,03702
03101,00326,03295
01312,04703,02152
01793,00887,04793
02729,04253,04241
01404,01597,03452
00869,02010,03065
02589,01403,02227
03548,04845,00108
03023,03031,02802
02998,02643,01139
04336,03322,02783
02490,00375,00234
02242,04233,00615
04011,01327,04864
02527,01709,01086
04743,01441,02290
02461,03241,03899
03224,02732,00717
02825,04827,02074
00981,00764,00678
00857,01099,01971
03688,02211,00906
03288,00385,03285
01964,00632,00413
03867,01433,00709
04323,03321,02529
01819,03451,02186
02439,03224,01632
03806,02190,00020
03770,01984,01738
01681,04949,02566
01138,02472,01762
03616,01604,01785
04912,04681,03860
03622,02024,03580
04877,04485,04352
03121,00333,03997
00515,00534,01890
00150,03981,04818
02825,00367,01032
03089,02009,04509
02131,01358,00362
00776,01706,04984
03938,00411,01312
02447,03535,02721
00166,02547,00460
02937,00411,01793
04170,00753,04998
04509,00243,04765
04402,03978,03784
01962,00904,00459
03463,02253,01721
00149,01647,03541
00864,04190,03092
03049,04643,02289
04750,01867,01863
01920,01443,03702
04123,04047,03134
03886,03020,04639
02520,04530,03507
04977,00979,03342
03892,02545,01239
04913,01353,01936
01320,02288,02112
02842,01159,03979
04213,01092,04125
01990,04558,00336
03273,04485,01197
03695,00881,03188
03045,04455,03618
02847,02472,00278
02456,03425,04961
02607,04787,00848
00368,00187,01266
00625,02846,01533
02672,00947,04501
01192,01643,04593
00791,02234,02619
02059,00738,04320
00821,03407,00204
02023,00950,00906
00557,00849,03283
01038,03135,03831
02408,04455,01565
04961,03403,00601
01292,01908,04750
01573,02267,00235
04914,02163,02687
02370,04757,01404
00338,02780,02521
02268,00683,00532
00259,03647,00039
04864,00752,01587
00711,03523,04179
00372,01276,02997
03417,02968,03165
02524,02310,03085
01238,02165,01230
00468,01778,00412
02662,01412,04981
00322,02023,02045
00931,02069,02428
02642,00615,04600
01081,03400,00505
04019,02444,02128
01278,01118,02825
02235,02131,04360
01813,03279,00832
00084,00540,01726
00853,03655,01158
02381,03609,01644
03180,02119,03476
04981,03630,01983
00298,03074,04665
04791,00918,04748
01748,00300,01489
03074,00153,04493
01441,04247,01920
01939,02162,01827
01335,02445,03523
01817,04537,01439
02328,01108,03201
01899,00571,03354
01748,00577,04050
02003,04230,03306
02145,00547,03544
04103,04967,02403
02261,03205,00926
01472,02567,04111
03506,04287,02948
01720,01193,02452
01500,03599,01157
03385,01538,01381
01720,03648,01046
00492,00462,00826
03454,04254,03620
02937,01486,02892
02136,03471,00535
00305,04178,02991
00460,03945,00945
03733,03689,01160
04933,02216,04822
03303,03763,03575
04435,04021,01023
02447,01860,02380
01667,01425,01845
03607,04799,04483
03020,00979,04641
01112,04005,03751
02143,02940,01712
02456,00012,03498
00713,03807,04211
01223,03378,02338
00546,03899,01064
02902,04196,02752
00926,02632,00949
00523,00100,02234
00084,02290,02536
01112,03929,00432
04337,03986,03485
04742,01318,00474
04086,03791,02109
04750,00644,00568
04867,01743,03811
01706,04767,02483
02723,02710,03292
04758,01249,04647
03140,03283,04772
02252,03800,00687
04523,01041,04410
00721,03305,00043
01075,03972,00147
03177,02242,04481
00742,03801,00188
03647,00411,03332
01789,00054,02457
04668,03474,03696
03669,03564,02572
02325,01762,04817
03329,02487,04574
04170,00887,00521
01958,04579,04594
04750,00644,04317
03954,03952,00494
01006,00899,03669
00649,01775,03810
02194,00034,03041
01530,00011,04557
00372,02059,00938
03571,01848,02308
00802,04005,01265
03407,01796,02753
03588,04537,01113
01010,04569,02384
03927,00612,01193
04998,04931,00393
01787,04437,02642
00267,02984,00808
01130,03120,02871
03620,00575,03292
00754,04489,00153
02964,03663,00070
02662,01412,04377
00281,01635,03544
01560,03503,02533
00587,00540,04300
03630,00169,03659
01022,04031,01194
03310,03853,04452
03584,01551,02328
03659,04227,02060
01755,04516,00622
01015,00367,00717
04051,00673,01688
01748,00504,03979
02867,00620,00300
01603,04894,03867
03025,02825,00480
04750,00644,03374
00470,00778,01641
01095,00020,04355
04671,03050,00620
04296,03610,04344
03970,01026,03309
00414,03635,01639
03036,04837,02643
03657,00459,03978
04767,04921,02108
04783,04520,00794
04806,03645,01650
04578,00293,03241
04299,04053,04494
03454,04254,00302
04640,00297,04691
04361,02681,03472
02602,03433,03541
01126,01821,04787
01545,02292,01575
01208,03576,03640
01721,03782,03255
04146,01532,01234
02177,00386,04279
00126,03946,04733
01103,01142,04352
03224,03110,00352
01681,01157,00913
00296,03995,01303
04062,04894,03952
01274,02352,02533
03944,02273,04358
01982,02461,01449
02071,01161,00239
03613,03576,04247
02533,02809,01252
04584,03458,04418
01962,03043,01650
00144,02122,01486
03241,04523,02198
00270,04704,04619
02299,02499,01319
00473,01942,02601
03651,04307,02139
02751,00549,02728
02551,01475,02912
04505,02920,04627
00427,01529,02290
03244,01746,01980
01645,00128,00664
02177,03589,01319
01114,01854,00152
03827,04538,03073
01545,00784,01575
04388,00458,04766
01781,03380,01430
02502,00869,03751
00746,03605,03240
03806,02190,00188
03111,04329,01124
00891,00270,03114
00020,00404,00067
04406,00883,03188
04065,03451,02878
02261,02272,02643
04730,01816,03498
02529,04083,02162
00644,03278,00137
04591,00074,04243
03808,00088,02424
01135,04649,00931
01424,01818,00879
03172,02307,00409
02438,00493,03695
04665,02798,04764
01271,03026,03976
00776,01706,00645
04511,00077,03523
01551,01686,03941
00934,04535,00003
02148,00049,03285
04535,04818,04325
03979,04974,02798
03498,03748,02766
03485,04106,02069
03570,00251,01609
04693,00200,02997
03771,02314,00888
02663,02738,01691
03956,00022,02046
01202,01017,03137
02875,00021,01057
01235,02679,03767
04939,02068,01457
04864,00752,04956
01190,02586,03232
04965,02943,01361
03220,00938,00609
00655,00910,04247
00606,03827,04735
00431,02336,01656
03588,04537,02690
02125,04921,03101
02175,02604,02387
00591,02224,00393
01362,03932,03795
02977,02172,01890
00739,00452,04123
02988,04099,01394
02738,00609,03062
04907,03268,00732
01920,01476,03169
04590,02977,00678
03092,04501,03065
00717,01477,02543
00815,01020,01242
00902,04603,01126
01565,01154,00708
01582,04879,03340
00607,04143,00851
04406,02773,03937
01002,02127,04153
04735,02481,03065
03303,04661,03580
00422,00878,04938
00062,00796,04448
00571,00384,04936
02866,03725,00843
02469,00788,03100
02290,03482,04523
00082,00498,04761
01743,01266,03407
03195,03546,03012
02941,03523,00844
03195,03546,04538
03223,03810,03446
04931,02180,02671
01371,01743,04679
02752,03561,02996
00827,04578,03032
04303,03822,03432
00932,00034,03633
02661,03264,01426
01967,00830,04718
01233,02195,03204
00136,01678,00102
02930,04847,00865
03323,01838,01381
00367,03234,00779
03973,02248,03335
02539,03570,03999
00711,01666,02481
00133,04117,00791
02140,00007,02061
03229,04530,00853
01752,02415,01902
01278,00034,01717
01259,01927,02567
03312,04092,02480
00076,00956,03342
00138,04929,01220
01627,00305,00517
01312,00326,00419
04438,01889,04178
04389,04945,02812
01147,02054,01728
02643,01033,01341
00046,02894,03797
04548,00170,04000
04201,01854,00442
01756,03220,04286
02323,01729,00170
03732,00829,01675
02997,02203,00807
03944,04839,04876
02265,01454,03658
02585,03791,03756
03818,04610,00678
02483,01644,02183
04783,04390,03093
03005,00022,02152
01654,00556,03693
00865,00210,02845
03965,01857,02508
00721,04864,04459
00930,02850,01012
00297,01206,04423
00487,01061,03822
04831,01516,01993
01824,01981,00385
01724,04031,03482
02579,04720,04770
01075,03972,02497
04873,00567,01130
01721,04700,03255
02115,00950,01466
03430,04005,04213
02880,02024,01489
00675,03425,01777
04336,03322,04443
02221,00996,04601
02958,04952,00136
01718,00469,00872
00635,00844,00022
02365,04367,02941
03165,02834,01641
01129,03392,04557
02564,01586,01178
02285,01286,00907
02687,03354,02223
00636,02140,03262
02356,03613,04638
03003,00240,04798
00292,01864,01278
02071,02762,02297
01281,01004,01967
00302,02365,01636
01847,01569,03548
02392,01787,01855
03134,04507,01333
02335,04649,01429
03295,01838,00678
02983,00972,01232
04632,04611,00635
02252,03415,04181
01234,04023,00267
01158,02439,02099
02564,02126,01178
02294,03146,00724
04842,04588,03635
02075,00768,03929
00872,01124,00595
00903,01375,02038
01034,04299,01402
04619,03162,01975
04146,01532,00825
01204,02740,02383
01433,02602,02131
01876,02114,01994
00067,01636,02124
02215,01255,01320
04439,03189,00497
04396,03082,02224
02485,01739,04842
02533,04073,00409
02753,04369,03305
01720,00792,01046
03531,04879,00557
03248,04795,03890
04516,00941,03156
03316,03873,00290
02851,03830,03406
01029,02594,03012
03207,01062,03345
00470,01646,01625
04581,02621,00580
02739,00309,03165
00849,04047,03053
04391,04421,01736
00032,03170,03251
02910,03794,04585
03938,00411,01495
03430,03231,02547
01574,04746,04413
03223,00874,02554
01863,01494,03117
03614,02165,03531
03737,04332,01980
03669,03995,04758
03662,02128,00377
03776,03086,03252
04974,04543,02441
03306,03249,04439
04248,04930,04210
03650,01696,04792
00474,03239,01678
00754,04489,01451
00132,03306,03558
01481,01063,03810
03239,00915,04327
01371,02611,04842
04632,03474,01307
00230,01827,04129
00197,00185,04693
00742,03526,02955
01420,03197,01585
04801,02545,01215
00394,04019,00034
04914,02363,01288
02383,01809,00905
01920,02088,04551
03199,02089,04398
00270,04465,04283
01112,03929,04023
00450,03497,00251
03352,03056,04594
02338,00553,03658
00062,00796,02461
03648,02824,01682
01075,04068,02497
00521,02247,02019
04923,04421,00928
02998,00837,03676
03140,00288,00175
03775,00472,03468
00504,00128,02241
03280,01928,04565
02358,01182,01234
02994,02181,02899
04550,00765,02146
03692,02856,01075
03565,01485,00509
04246,01926,03663
03941,01449,00680
02252,03415,00778
03815,04477,02638
01630,00534,03779
04472,03245,01919
02582,02549,00551
00575,01531,04283
04680,00628,00720
02555,02157,04740
04801,02545,00827
00664,03078,00476
02643,01033,04129
02024,00393,00069
04971,02308,01387
00587,01919,02239
04923,01089,03038
00557,00849,01512
00322,02023,00101
03046,02174,04853
03827,04538,01620
02075,00768,00325
01226,02194,02599
01230,03179,01440
00127,02544,03179
00054,00608,04636
02195,03624,02461
03818,04610,02729
02072,02336,02291
04986,00505,02959
02785,00302,04884
03508,01385,00305
01720,00792,04724
00193,04842,02246
03759,00311,01311
02221,00928,04950
04460,03944,00386
00640,04235,01649
00523,04647,00317
04447,04542,04413
01475,00736,01276
03722,00826,00311
00228,02253,03325
00992,02122,00024
01394,03189,00901
02983,02705,04643
04646,03243,03621
01297,04665,02314
02219,00869,04138
03242,01770,04443
00881,02580,04727
00299,01143,01902
03112,00864,04299
00486,04517,01089
01720,00792,02021
00493,01067,01753
01868,04095,01232
02456,00012,01039
02199,03937,03794
04959,00815,01929
00575,01233,00303
02873,00589,02847
01242,03759,04864
03286,01774,04955
04500,00489,04551
00804,03278,03549
04270,00240,01320
02485,01739,04660
04313,02292,03089
04047,01709,02316
02880,02024,02925
00493,04651,03165
02528,03797,00233
03763,01105,04138
02159,03547,01460
03176,04632,03613
01485,02894,03295
04363,00164,03569
02299,01632,04987
01343,01839,01990
04733,01667,01726
03229,04245,00853
02546,03532,02709
00408,00132,04096
01208,03576,04716
02830,01818,01546
02273,04746,03559
04877,04485,04987
02997,00812,04723
03178,00227,00753
03620,01189,03292
02732,03410,01508
02256,04612,03288
01500,01472,02072
01220,04360,00831
00316,02943,01213
04770,01900,04485
03600,01582,01829
04371,00433,04107
00013,04676,02224
00630,01974,03195
00236,02712,04662
01139,04634,03863
03572,02202,01391
03673,04099,03556
02286,02051,03100
02140,04157,01180
00580,01339,02233
04610,01239,00334
00356,04970,00293
00091,01603,02571
01051,00653,02872
01371,04684,02668
02195,03624,02395
01418,01012,03367
02725,04215,01038
01338,01540,03891
02441,02162,03379
03316,03088,04274
02782,02644,04822
03980,00293,04967
03363,02619,03344
00374,00915,03536
00864,02130,03376
04864,00098,02374
00422,03817,03801
03488,01071,01190
04224,01129,02216
02870,02937,02639
02395,03659,00137
02534,02903,04272
04716,03074,04846
03973,03876,03335
02687,00236,03948
00745,00912,00776
01178,04336,03545
04643,01962,01882
01155,03230,04496
03339,00832,04027
00701,04522,03607
03220,00938,00985
02112,04793,03523
01448,00373,02395
01333,04152,02832
00474,03239,03240
01598,02804,02287
02890,03458,00237
02959,04397,02768
04227,02243,02905
00770,04887,01559
00356,02789,00301
00101,02548,01725
02261,02272,04397
03489,00480,04270
01815,02013,01136
02517,02771,03585
03566,04723,02024
04134,02983,00228
03913,04070,03031
03608,01142,04129
03348,02227,00773
01718,04399,00872
04564,01696,02895
01925,03163,00413
03255,03559,01810
02537,03858,00314
02235,04678,04997
00757,01012,00600
02307,01574,02751
04945,03321,02318
02965,02793,04585
04492,04718,03536
02255,03410,02526
01017,00875,00359
01958,01804,01250
01026,03571,03995
01546,04863,04775
03305,00755,01779
04489,00149,01616
02513,01490,00584
00981,03194,01104
04516,00941,04124
01213,00267,01158
02265,01294,00547
02335,00821,01429
04791,02440,04748
01182,00041,03455
03393,01152,03685
01291,01031,03299
01159,00494,01787
02447,03188,01536
02830,01175,02016
01700,01089,03158
03941,00740,04521
00753,01675,01269
04011,04287,02219
04183,03451,00659
04011,04790,02219
00486,00875,02212
01873,03316,01790
04937,01483,04431
01743,00329,04483
01483,01097,04724
03363,04543,01946
03164,01080,03961
01838,01745,01927
04706,02177,03892
